"T1 위원회, -委員會, T1 Committee",,"주로 디지털 전기 통신망의 상호 접속과 상호 운용을 지원하기 위한 기술 표준을 제정할 목적으로 1984년 2월에 설립되고, 2004년 ATIS(The Alliance for Telecommunications Industry Solutions)에 흡수되면서 폐지된 미국의 민간 표준 기관. 정부지원에 의하지 않는 독립적 기관이면서도 ANSI와 FCC 등으로부터 국가 차원의 공인을 받아 ITU-T에 대한 북미 지역 국가들의 입장을 대변하였던 대표적인 지역표준화 기구로서, T1A1, T1E1, T1M1 OAM&amp;P, T1P1, T1X1 등 기존의 T1 위원회의 조직들은 ATIS의 위원회로 재배치되어 관련 업무의 활동을 계속하고 있다."
"TCP/IP 오프로드 엔진, TCP/IP Offload Engine, TOE",,"운영 체제 내부에서 소프트웨어로 수행되는 TCP/IP 프로토콜 스택을 별도의 전용 하드웨어로 구현한 시스템과 분리된 하드웨어 프로토콜 스택.  수 Gbps급 이상의 네트워크 입출력 처리 속도을 제공하기 위하여 시스템의 TCP/IP 프로토콜 처리 기능을 하나의 하드웨어 장치로 독립시킨 것으로 TOE 하드웨어는 SoC(System on a Chip) 형태로 구현되며 주로 32비트급 RISC(Reduced Instruction Set Computer) 프로세서를 내장하고, 시스템의 공유 자원과 분리되는 독립적인 메모리 공간을 사용한다."
"TCP 래퍼, TCP Wrapper",,"유닉스(UNIX) 서버에 있어서 방화벽 서비스를 제공하는 공용 컴퓨터 프로그램. UNIX 컴퓨터가 네트워크에 접속되면 다른 컴퓨터 사용자에 노출되고, 만약 해커가 핑거(finger) 기능을 사용하여 서버에 로그온 된 사용자의 ID 및 인터넷 사용 흔적을 알게 되면, 대기 중인 워크스테이션(WS)에 접근해서 사용할 수 있다. TCP 래퍼는 이것을 방지하기 위한 방화벽 역할을 하는데 들어오는 패킷을 감시하여 어떤 외부 컴퓨터가 접속되면 접속 인가 여부를 점검해서 인가된 경우에는 접속이 허용되고, 그 반대의 경우에는 거부된다."
"TEM 모드, Transverse ElectroMagnetic mode",,"자유 공간이나 2선식 선로를 따라 전파하는 전자파는 그 진행 방향에 전계 성분도 자계 성분도 없는 전기적, 자기적 횡파인데, 이러한 모드를 이르는 용어. 이 모드는 평행 2선이나 동축 선로를 통하여 전송되는 전자파가 나타내는 모드로서 전자 에너지의 수송을 맡고 있다."
"TE 모드, transverse electric mode",,도파관 등의 특수한 전송선을 따라 전파되는 전자파 중에서 그 진행 방향에 자계 성분 H는 있으나 전계 성분 E가 전혀 없는 전기적 횡파를 형성하는 모드. H 모드라고도 한다.
"TE파, -波, Transverse Electric wave, TE wave",,"자유 공간이나 평행 2선식 선로를 따라 전송되는 전자파와 달리, 도파관 등과 같은 특수한 전송계에 따라 전송되는 전파 중에서 그 진행 방향에 자계 성분 H는 있으나 전계 성분 E가 전혀 없는 전기적 횡파를 형성하는 전자파. H파라고도 한다."
"THX 규격, -規格, THX specification",,"영화 제작자가 의도하는 영상/음향을 시청자에게 전하기 위한 종합적인 규격. 미국 루카스 필름사가 정하였다. 이 규격을 준수해서 제작한 것은 고품질의 음성/영상 재생을 충실하게 할 수 있다. THX를 잘 운용하기 위해서는 작품이나 시설, 기기 등이 정해진 규격에 따라 구성되어 있어야 한다. THX라는 명칭은 조지 루카스 감독의 최초 작품 THX 1138에서 따온 것이다. 규격은 영화 제작 스튜디오와 극장에 관한 THX(1982년 등장), 레이저 디스크 및 가정용 재생 기기에 관한 홈 THX(1993년 등장)로 나눌 수 있는데, 제작에서 재생까지의 환경을 엄밀하게 규정하고 있다."
"TM 모드, transverse magnetic mode",,[무] 도파관과 같은 특수한 전송선을 따라 전파되는 전자파 중에서 그 진행 방향에 전계 성분 E는 있으나 자계 성분 H가 전혀 없는 자기적 횡파를 형성하는 모드. E 모드라고도 한다.[광] 자계 벡터가 전파 방향과 전자파의 진행 방향에 직각인 모드. 평면 유전체 도파로에서는 계의 방향이 코어와 클래딩의 경계면의 방향과 평행하다.
"TM파, -波, Transverse Magnetic wave, TM wave",,도파관과 같은 특수한 전송계를 따라 전파하는 전자파 중에서 그 진행 방향에 전계 성분 E는 있으나 자계 성분 H가 전혀 없는 자기적 횡파를 형성하는 파. E파라고도 한다.
"TN형 액정, -型液晶, Twisted Nematic mode liquid crystal, TN LC",,"2매의 유리 기판 사이에 네마틱 액정(장축 방향만 일정한 방향으로 가지런히 향하는 성질을 가진 액정 재료의 총칭)을 90° 틀어서 배열한 액정 셀(cell). 편광축(偏光軸)을 90° 회전시키는 기능이 있어서, 전압을 가하면 분자가 세로 방향으로 가지런히 향하는데 그렇게 되면 기능이 없어진다. 이것을 2매의 편광판으로 투과율(透過率)을 변화시켜서 검출한다. 인가 전압 2V 정도에서 변화를 개시하여 5V 정도에서 포화된다. 구동 전압이 낮고 소비 전력이 적다. 콘트라스트비(contrast ratio)가 100 이상으로 높으며 고화질 실현이 가능하기 때문에 능동 매트릭스형 액정 표시에 사용된다."
"TOE 보안기능, -保安機能, TOE Security Functions, TSF",,"TOE(평가대상) 보안정책 수행에 기여하는 TOE의 모든 하드웨어와 소프트웨어, 펌웨어로 구성된 집합."
"TPC-A 모델, TPC-A Benchmark",,"트랜잭션 처리 성능 평의회(TPC)에서 온라인 트랜잭션 처리(OLTP) 시스템의 처리 성능을 측정하는 TPC 벤치마크 표준 규격의 A 모델. TPC-A 모델은 1989년에 최초로 발표된 규격으로, 은행 창구 업무를 모델로 한 OLTP 시스템 전체의 기본적인 성능을 측정하는 것이다."
"TPC-B 모델, TPC-B Benchmark",,"트랜잭션 처리 성능 평의회(TPC)에서 제정하여 발표하는 온라인 트랜잭션 처리(OLTP) 시스템의 처리 성능을 측정하는 벤치마크 표준 규격의 B 모델. TPC-B 모델은 1990년에 발표되었는데, TPC-A 모델(1989년)과 대체로 같으나 온라인 처리의 부하(load) 테스트를 내용에서 제외하였다. 측정 결과는 tps(초당 트랜잭션 수)로 표시한다. 단말 장치 등을 포함하는 시스템 전체의 가격 공표를 의무화하고 있어서 다른 벤더들의 시스템은 가격 대 성능비로 비교할 수 있다."
"TPC-C 모델, TPC-C Benchmark",,"트랜잭션 처리 성능 평의회(TPC)에서 온라인 트랜잭션 처리(OLTP) 시스템의 처리 성능을 측정하는 TPC 벤치마크(TPC Benchmark) 표준 규격의 C 모델. TPC-C 모델은 1992년에 발표되었는데, TPC-A 모델과 TPC-B 모델보다 복잡한 유통업의 수주 및 발주 온라인 시스템의 성능 평가를 위한 것이다."
"TPC-D 모델, TPC-D Benchmark",,"트랜잭션 처리 성능 평의회(TPC: Transaction Processing Performance Council)에서 온라인 트랜잭션 처리(OLTP) 시스템의 처리 성능을 측정하는 TPC 벤치마크(TPC Benchmark) D 모델. 컴퓨터를 사용하여 정형화되지 않는 문제(즉, 주로 반구조적인 문제로 문제의 일부 측면은 계량화가 가능하나 일부는 주관적으로 다룰 수밖에 없는 문제)에 관해 의사 결정자가 효과적인 의사 결정을 할 수 있도록 지원하는 의사 결정 지원 시스템(DSS: Decision Support System)의 성능을 평가하기 위한 것이다."
"TP 시프트 족, -族, Time Place Shift Tribe",,"시간(time)과 공간(place)을 자유롭게 넘나들며(shift) 자신이 원하는 시간과 장소에서 보유한 콘텐츠를 즐기거나 서로 공유하며 소비하는 새로운 문화 계층. 스마트폰과 같은 이동형 스크린 등장과 이용자가 언제 어디서나 TV, PC, 휴대폰으로 같은 콘텐츠를 이용할 수 있는 3 스크린 서비스를 실용화하면서 생겨나고 있다."
"TTC 표준, -標準, TTC standards",,"일본 전기 통신 표준 위원회(TTC)에서 제정하는 표준. TTC는 전기 통신망의 상호 접속에 관한 망 간 인터페이스 표준, 망 단말 인터페이스 표준, 상위 계층 통신 규약(higher layer protocols) 표준 등을 작성하여 연 2회 발표하고 있다."
"TV-ATM 뱅킹 서비스, TV-Automatic Teller Machine, TV-ATM",,"IPTV에서 IC 칩이 달린 현금 카드나 신용 카드로 은행의 CD/ATM 기계처럼 이용하는 서비스. 국민은행과 KT가 제휴해 서비스하는 것으로, KT IPTV(TV + 방송 수신기(셋톱 박스) + 리모콘), IC 카드 리더기, 금융 IC 칩 카드(현금 또는 신용 카드)가 필요하다. IC 칩이 든 카드를 카드 리더기에 꽂아 비밀번호만 입력하면 계좌 조회, 이체와 같은 거래를 집에서도 쉽게 할 수 있다."
"TV 뱅킹, Television banking, TV banking",,"텔레비전 방송이나 IPTV의 데이터 방송 기술을 이용, 텔레비전 화면을 통해 예금 조회, 자금 이체 등을 제공하는 금융 서비스. 소파에 앉아서 편하게 은행 업무를 볼 수 있다는 의미에서 '소파 뱅킹'이라고도 한다. 각종 예금 조회, 자금 이체, 공과금 납부, 금융 상품 안내, 사고 신고 등 인터넷 뱅킹 수준의 서비스를 집 안에서 이용할 수 있게 된다."
"TV 수신 전용, -受信專用, Television receive-only, TVRO",,"주로 개방 표준으로 된 위성 텔레비전 수신 장치. 특허 수신 장치를 사용하는 직접 방송 위성(DBS)과 다른 장치로, 인공 위성을 이용한 TV 화면 중계를 수신하기 위한 위성 방송 수신 기능만 있다."
"TV 애니타임 포럼, TV Anytime Forum, TVAF",,"애니타임 서비스를 위한 규격을 만드는 국제 표준화 단체. TV 애니타임 포럼(TVAF) 규격은 ATSC(Advanced Television Systems Committee), DVB(Digital Video Broadcasting), ISDB(Integrated Services Digital Broadcasting) 등 모든 디지털 방송 규격에 적용이 가능하다. 1999년 설립된 이래 현재 BBC, 필립스, 마이크로소프트, 소니 등 전 세계 백여 개 기업이 회원으로 활동하고 있으며, 국내에서는 KETI, 한국전자통신연구원(ETRI), 삼성, LG, 대우 등이 참가하고 있다."
"TV 에브리웨어, TV Everywhere, TVE",,방송 사업자가 자사 가입자에게 방송 프로그램을 인터넷으로 볼 수 있게 하는 웹 TV 서비스. 유료 TV의 한계를 극복하기 위하여 개발된 서비스로 가입자는 인터넷에 접속할 수 있는 곳이라면 어디에서나 집에서 보던 콘텐츠를 그대로 볼 수 있다.
"TV 영상 전화, -映像電話, TV Videophone",,"TV에 웹 카메라를 결합하여 TV에서 제공하는 영상 전화. TV 본체에 카메라, 인터넷 접속 모듈, 스카이프 SW를 장착하면 VoIP 기반의 음성 통화, 영상 통화를 할 수 있다. TV를 볼 때 영상 통화가 수신되면 상대방이 보이는 통화 모드로 자동 전환되고 음성 통화를 수신하면 TV는 무음 모드로 바뀌게 된다. TV 영상 전화의 가장 큰 장점은 대형 화면과 선명한 HD 화질로 무료 영상 통화가 가능하다는 점이다. TV 영상 전화가 활성되면 영상회의 시스템으로도 활용이 가능하다."
"TV 유휴 채널, -遊休-, TV White Space, TVWS",,"텔레비전 방송용으로 분배된 주파수 대역 중 방송사업자에 의해 사용되지 않고 비어있는 주파수 대역. TVWS는 동일 채널 혼신을 피하기 위하여 설정된 주파수 대역으로 방송 수신에 지장을 주지 않으면 누구나 사용이 가능한 면허가 필요없는 주파수 대역이다. 도달 거리가 넓고 건물 등에 대한 투과율이 뛰어나 활용 분야도 무선 외곽 지역 통신망(WRAN: Wireless Regional Area Network), 무선 랜(WLAN: Wireless Local Area Network), 무선 도시권 통신망(WMAN: Wireless Metropolitan Area Network), 단거리 무선망(WPAN: Wireless Personal Area Network) 등으로 다양하다. WRAN은 도심 외곽 지역에서 무선으로 인터넷망을 구축하기 위한 용도로, WLAN은 서비스 지역을 확대하기 위해 사용하고 명칭도 슈퍼 와이파이(Super Wi-Fi)라 부른다. WMAN은 사물 통신(M2M: Machine to Machine) 용도로 사용한다. TVWS의 이용 방법은 데이터베이스(DB) 방식과 센싱 방식이 있다. DB 방식은 이용가능한 주파수를 사전 DB로 구축하여 이용하는 방법이고, 센싱 방식은 단말이 스스로 이용 가능한 주파수를 찾아내어서 이용하는 방법이다."
"TV 인터넷 서비스, TV Internet service",,가정용 텔레비전 수상기를 이용하여 인터넷 서비스를 이용할 수 있게 하는 인터넷 접속 서비스. 개인용 컴퓨터(PC) 대신 TV로 인터넷 서비스를 제공하는 방식으로 고화질 대형 화면으로 TV를 즐기면서 인터넷을 즐기는 새로운 환경이다.
"TV 자체 광고 기술, -自體廣告技術, Self-Advertising Technology on Television, SAT",,"TV에 부착하는 셋톱박스 형태의 기기나 인터넷 서버를 사용, TV 수상기의 특정 위치에 광고를 위치시키는 방법. 기존 방송 프로그램을 압축하여 잉여공간에 광고를 위치 시키는 방법으로 저작권 분쟁을 야기할 소지가 있으며, 주로 찜질방, 사우나, 대형 주점 등 공공 장소에 설치된다."
"TV 전자정부, -電子政府",,"각 가정의 TV를 통해 제공하는 전자정부 서비스.  TV 매체는 다양한 콘텐츠를 수용할 수 있고, 오락과 교육은 물론 재해나 긴급 상황시의 정보 전달 능력도 뛰어나다. 또한 PC에 비해 보급율이 높고 사용법이 간단하므로, 인터넷에 소외된 계층에서도 전자정부 서비스를 쉽게 이용할 수 있다는 장점이 있다."
"TV 포털, Television portal, TV portal",,"TV 화면을 통해 인터넷과 VOD 서비스 등의 이용이 가능한 방통 융합서비스. 리모콘의 조작으로 VOD 서비스를 포함하여 날씨, 뉴스, 지역정보 등의 인포메이션 서비스, 게임, 노래방 등의 엔터테인먼트 서비스, TV메일, TV SMS 등의 커뮤니케이션 서비스 그리고 여론조사, 인기투표, 뱅킹, 쇼핑몰 등의 TV와 대화할 수 있는 양방향 interactive 서비스가 가능하다. TV 포탈 서비스를 이용하기 위해서는 인터넷망과 연결되어 있는 셋탑박스가 TV와 연결되어 있어야 한다."
"T-레이, T-Ray",,"테라헤르츠(terahertz)대의 전파를 이용하여 물질 내부의 모습을 보여 주는 기술. 엑스선처럼 모든 물질을 통과하지만 방사능 물질이 방출되지 않아 인체에 해를 덜 미칠 뿐만 아니라 사물의 성분을 좀 더 명확하게 파악할 수 있다는 특징을 가지고 있다. 이러한 장점 때문에 의료 분야는 물론 반도체, 생물학 등 응용 영역이 점차 확대되고 있다."
"T-반송파, -搬送波, T-carrier",,"미국에서 사용되는 전송 속도 1.544Mbps 이상의 디지털 전송로. 1960년대와 1970년대 미국의 공중 전화망에 디지털 펄스 부호 변조(PCM) 전송 시스템이 설치되어 지금까지도 대부분 전화망의 근간을 이루고 있다. T-반송파의 종류에는 시분할 다중화 방식(TDM)에 의한 다중화 계층에 따라 기본적으로 T1, T2, T3, T4, T5가 있고, 추가적으로 T1의 용량을 배가한 T1-C가 있다. 이 중에서 T1이 가장 널리 사용되는데 일본과 우리나라에서도 사용되고 있다. 국제 전신 전화 자문 위원회(CCITT:현 ITU-T)는 T1의 국제 표준에 해당하는 2개의 기본 PCM 시스템 표준 규격을 권고하였다. 하나는 전송 속도 1.544Mbps로 24채널을 전송 ( 북미 방식 T1)하고, 또 하나는 전송 속도 2.048Mbps로 30 채널을 전송하는 방식(유럽 방식 E1)이다. 이는 디지털 음성 전송이 요구하는 대역폭 64 Kbps를 24개의 채널로 다중화한다."
"T-베이스 스테이션, Telematics Base station",,"텔레매틱스 정보를 처리하는 컴퓨터나 서버 장치. 무선 네트워크로 구성된 T-센서 노드로부터 전송된 원시 데이터를 저장, 가공, 분석하여 상위 서버나 단말기 등과의 통신을 통해 데이터 또는 서비스를 제공해 준다."
"T 분기, -分岐, T branch",,"도파관 분기 방법의 하나. T 분기의 경우 그림과 같이 주 회로 A에서 들어온 파는 (a), (b) 그림 어느 경우나 B와 C의 방향으로 분기되고, 전력은 등분으로 분배된다. 전자는 관 내 자계 H에 평행한 면 내에 분로를 가지므로 H 분기라고 하며, 후자는 관 내 전계를 포함하는 면 내에 분로를 가지므로 E 분기라고 한다."
"T 인터페이스, T interface",,ISDN 사용자-망 인터페이스의 일종으로 참조점 T에서의 인터페이스. 즉 2종 망 종단 장치(NT2)와 1종 망 종단 장치(NT2) 간의 인터페이스이다. T 인터페이스는 4선식 물리적 인터페이스로 최대 길이는 1km 정도이다. NT2와 NT1이 단일 장치로 결합된 NT12가 망 종단 장치로 사용되는 경우 참조점 T는 그 장치 내에 존재하므로 T 인터페이스는 필요 없다.
"T 정합, -整合, T matching",,"T 접합부를 사용하여 임피던스를 정합하는 것. 이를테면, H 분기에 따른 T 분기 회로를 사용하면 분기 회로가 주 회로에 병렬로 접속되는 셈이 되므로 스터브(stub) 정합을 이룰 수 있다."
"T 차트, T-chart",,입출력 및 그 처리 프로그램을 T자형으로 표현한 그림.
"T-플립플롭, T-flip-flop",,"하나의 입력 단자가 있고 클록 펄스가 인가되었을 때 입력 신호가 1이면 보수 상태가 되고, 0이면 동일 상태를 유지하는 플립플롭. JK 플립플롭의 J와 K 입력을 연결해서 만들 수 있다."
"T형 안테나, -形-, T-type antenna",,1개 또는 몇 개의 평행한 도선을 수평으로 펼친 다음 그 양단을 개방한 채로 가운데 점에서 수직부를 끌어내린 장파 또는 중파용 안테나.
"T형 접속 전환, -形接續轉換, change-over with T-connection",,"지하 케이블, 가공 케이블, 배선 단자함 등의 적당한 곳에서 신구의 심선을 T형으로 접속하여 전환하는 방법."
"T형 회로망, -形回路網, T network",,"3개의 임피던스 소자 Z1, Z2, Z3을 그림과 같이 T형으로 연결한 4단자망. 특히 Z1＝Z2＝Za/2, Z3＝Zb로 한 회로를 대칭 T형 회로망이라 하고, 필터 등의 설계에 이용한다."
