"H.262 표준, H.262",,"방송, 통신, 저장이라 말하는 모든 애플리케이션에 대해서 광범위하게 사용할 수 있는 동영상 부호화 방식으로 ITU-T가 권고한 방식. 국제 표준화 기구(ISO)의 엠펙-2 표준 규격(MPEG-2) 비디오 부문(ISO/IEC 1318-2)과 공통 규격으로 되어 있다. 기본 알고리듬은 프레임 간 움직임 보상 예측과 이산 코사인 변환(DCT)이며, 비월 주사 신호도 취급된다. 화상 크기는 일반 방송 신호 레벨에서 고선명 텔레비전(HDTV)에 이르기까지 넓은 범위를 커버한다. 범위성(scalability) 등 6종류의 기능 레벨(profile)이 정의되어 있으며 사용하는 애플리케이션에 따라 구별해서 사용한다. TV 방송용의 NTSC 신호에 대해서는 5~10Mbps의 비트레이트로 상당히 고품질의 부호화가 가능하다."
"H0 채널, H0 channel",,종합 정보 통신망(ISDN)의 1차군 인터페이스에서 B 채널(64kbps) 6개를 묶은 384kbps의 정보 채널.
"H1 채널, H1 channel",,종합 정보 통신망(ISDN)의 1차군 인터페이스에서 B 채널(64kbps) 24개를 묶은 1.544Mbps의 정보 채널.
"H4 채널, H4 channel",,"ITU-T에서 고 속/광대역 서비스에 사용되는 정보 채널을 ‘H 채널’이라 호칭할 것을 권고하고 있는데, 현재 규정되어 있는 것 중 가장 고속인 H 채널. 속도는 약 140Mbps이다."
"HD 다운컨버터, High-definition downconverter, HD downconverter",,"고선명 텔레비전(HDTV) 비디오 신호를 디지털 표준 텔레비전(SDTV) 수상기나 모니터에서 볼 수 있도록 SDTV 비디오 신호로 변환하는 장비. 첨단 HD 다운컨버터는 에일리어싱(aliasing)이나 변환 잡음이 없이 이러한 기능을 수행하며, 여러 가지의 화면비(aspect ratio)나 화면 갱신율(refresh rate, vertical scanning frequency)을 가지는 SDTV 신호를 출력할 수 있다. HDTV 프로그램을 아날로그 채널로 동시 방송하는 경우에는 HDTV 프로그램을 SDTV 포맷으로 변환하는 HD→SD 다운컨버터가 필요하다. 일부 회사들은 그들의 제품을 HD-SDI(High-Definition Serial Digital Interface) 다운컨버터라고도 부른다. HD 다운컨버터와 반대 개념의 용어로 HD 업컨버터(upconverter)가 있다."
"HD 라디오, High Definition radio, HD Radio",,"미국 디지털 지상파 라디오 방송 서비스 명칭. HD 라디오는 아이비퀴티(iBiquity)사가 IBOC(In-Band On-Channel) 방식으로 디지털 라디오 방송 서비스를 개시하면서 부여한 서비스 명칭이다. CD 수준의 고품질 음악 방송과 날씨, 교통 정보 등 데이터 방송을 실시 중이며 최근에는 FM 대역에서의 다채널 방송도 실시 중이다."
"HD 업컨버터, High-definition upconverter",,"아날로그나 디지털 표준 텔레비전(SDTV)로 제작된 비디오 신호를 HD 모니터에서 볼 수 있도록 변환하기 위하여 사용하는 장비. DTV 업컨버터(upconverter)라고도 한다. 35mm 영화의 프레임을 고선명 텔레비전(HDTV) 프레임으로 변환하는 데 사용된다. 아날로그, SDTV로 제작된 프로그램을 HDTV로 동시 방송하는 경우에는 아날로그 프로그램을 HDTV 포맷으로 변환하는 SD→HD 업컨버터가 필요하다."
"Hello 프로토콜, Hello Protocol",,최단 경로 우선 프로토콜(OSPF) 시스템이 주변 장치들과의 관계를 설정하고 관리하는데 사용하는 프로토콜. 네트워크상에 있는 주변 장치들은 Hello 프로토콜을 이용하여 서로간에 자기 존재를 알리고 확인하며 상대의 MAC 주소를 보관한다. 특정 목적지에 데이터를 전송할 경우 모든 주변 장치에 Hello 패킷을 주기적으로 전송하여 인근 Hello 패킷에 자기가 들어가야 양방향 통신이 이루어진다.
"HIL 모의실험, -模擬實驗, Hardware In the Loop Simulation, HIL Simulation",동의어 : 제품 성능 모의실험,"제품 생산 이전에 성능이나 결함을 가상으로 모의실험하는 기술. 일반으로 자동차나 선박, 항공기 같은 고가품은 대량으로 생산하기 앞서 제조 비용 절감과 개발 기간을 줄이려고 시제품으로 성능과 결함을 확인한다. 그러나 시제품은 제조 비용이 높고, 제조 과정도 복잡하고 어렵다. HIL 모의실험은 이 같은 어려움을 줄이려고 시제품을 만드는 대신, 가상으로 시험하는 기술이다."
"HIPO 차트, Hierarchy plus Input-Process-Output charts, HIPO charts",,"프로그램의 설계 및 문서화 기법의 한 가지. 어떤 시스템의 기능적인 구조와 자료의 흐름을 표현하는 데 유용하다. 이 기법은 다음에 열거된 3가지의 도표를 이용한다. ㉠내용에 대한 참조표:프로그램의 각 모듈에 대한 이름을 부가하고 이들 간의 상호 관계를 정의하는 도표. ㉡개관 다이어그램:전체 계층에서의 입력과 처리 과정, 출력을 설명하는 도표. ㉢상세 다이어그램:개관 다이어그램에 더욱 자세한 설명을 붙이고 입출력, 처리에 대하여 더욱 상세히 설명한 도표. 약어 HIPO는 보통 하이포라고 읽는다."
"H-I 호 로켓, -號-, H-I Rocket",,"일본의 실용 위성 발사용 로켓으로, N-Ⅱ호 로켓의 약 2배의 발사 능력을 가지며 중량 약 550kg의 정지 위성을 발사할 수 있는 3단식 로켓. 1987년부터 1992년까지 8개의 위성을 발사한 후에 더 큰 발사 능력을 보유한 H-Ⅱ호 로켓에 그 임무가 인계되었다."
"H-J-K 케이블, Hong Kong-Japan-Korea cable, H-J-K cable, HJK cable",,"한국 통신(KT), 일본의 국제 전신 전화 주식 회사(KDD: Kokusai Denshin Denwa), 홍콩의 C&amp;W(Cable &amp; Wireless), 미국 전신 전화 회사(AT&amp;T: American Telephone and Telegraph) 등 21개 통신 사업체가 공동으로 건설한 해저 광케이블. 1988년 1월에 건설 보수 협정에 서명하고, 1990년 5월에 운용 개시되었다. 구성은 3개의 육양국(해저 케이블을 관리하는 육지에 설치한 전화국) 상호 간을 접속하는 경우에 해저 도중에 설치되는 해중 분기 장치(BU: Branching Unit)를 거쳐 한국(제주도)-홍콩(Deep Water Bay), 한국(제주도)-일본(지쿠라) 간의 각 광섬유(fiber) 대(對)로 구성되어 있다. 총 케이블 길이는 약 2,468 해리(NM: Nautical Mile), 시스템 용량은 각 파이버 대 모드 명목 용량이 140Mbps(64kbps 환산으로 음성급 회선 1,890회선 상당), 설계 용량이 280Mbps(64kbps 환산으로 음성급 회선 3,780회선 상당)이다. &nbsp;"
"HP 그래픽스 언어, -言語, Hewlett-Packard Graphics Language, HPGL",,휼렛 패커드(HP)사가 개발한 벡터 그래픽스 파일 형식의 플로터 언어.
"HP 인터페이스 버스, Hewlett Packard Interface Bus, HPIB",,"휼렛 패커드(HP)사가 계측기, 의료 장비 등을 소형 컴퓨터에 연결하기 위해 제작한 인터페이스 버스. 후에 IEEE 488 표준이 되었다. GPIB라고도 한다."
"HTML 검사기, -檢査器, HTML validator",,하이퍼텍스트 마크업 언어(HTML) 문서의 태그를 검사하는 소프트웨어. 시작 태그와 종료 태그를 잘못 사용한 오픈 태그 및 인용 부호 등을 골라내는 프로그램이다.
"HTTP 기본 인증, -基本認證, HTTP basic authentication",,웹 클라이언트로부터 취득한 사용자 이름과 패스워드를 사용하여 웹 서버가 사용자를 인증하는 HTTP 기반의 인증 방법. 이 방법은 이름과 패스워드가 인터넷상에서 암호화되지 않은 텍스트로 전송되기 때문에 보안성이 없다.
"HTTP 동적 적응 스트리밍, -動的適應-, Dynamic Adaptive Streaming over HTTP, DASH",동의어 : MPEG-DASH,"HTTP를 이용하여 사용자의 통신 상태에 맞춰 최적의 품질로 멀티미디어 콘텐츠를 전송하는 적응 스트리밍 기술. 엠펙(MPEG)에서 개발되어 2012년 국제 표준으로 채택되었다(ISO/IEC 23009-1). 멀티미디어 콘텐츠를 전송률, 비디오 해상도 같은 파라미터를 달리하여 작성한 뒤, 이를 여러 조각의 파일과 주소를 갖는 메타데이터 파일로 작성하여 서버에 저장해 두고, 클라이언트가 HTTP를 이용하여 상기 메타데이터부터 읽어서 콘텐츠 파일 조각들을 순서대로 내려받아 끊김 없이 재생할 수 있도록 한다. 서버는 단순히 HTTP만 지원하면 되고, 클라이언트가 메타데이터를 분석하여 네트워크 상태와 단말 상태에 맞춰 최적의 성능을 내기 위한 모든 지능적인 기능을 담당하여 서버의 부담을 최소화할 수 있다. "
"HTTP 적응 스트리밍, -適應, HTTP Adaptive Streaming, HAS",,"표준 HTTP를 이용하여 클라이언트의 상황에 적응할 수 있도록 콘텐츠를 잘게 쪼개 청크(chunk) 단위로 전송하는 기술. 기존의 스트리밍 기술과 달리 서버에서 콘텐츠를 잘게 쪼개 화질에 따라 다시 구성하고, 네트워크나 단말의 상황에 따라 적응하여 콘텐츠를 전송하는 기술이다. 상황이 좋을 때는 고화질로 전송하고 전송 도중 네트워크나 단말의 환경이 열악하면 저화질로 영상이 전송되기 때문에 버퍼링이 필요없다. HAS는 마이크로소프트(Microsoft)사의 Silverlight Smooth Streaming(SSS), 어도비(Adobe)사의 HTTP Dynamic Streaming(HDS) 그리고 애플(Apple)사의 HTTP Live Streaming(HLS)이 대표적인 기술이다."
"HTTP 컨티뉴에이션, HTTP Continuation",동의어 : HTTP 과부하 공격,TCP를 이용한 대용량 트래픽 전송 공격. 좀비 PC가 웹서버와 접속하게 한 후 TCP 세션을 맺도록하여 TCP 페이로드에 의미 없는 데이터를 가득 채워 전송하는 공격 방법.
"H-Ⅱ호 로켓, -號-, H-II Rocket",,"일본의 우주 개발 사업단(NASDA)이 H-Ⅰ호 로켓의 후속으로 독자적 기술로 개발한 대형 위성 발사용 2단식 로켓. H-Ⅱ호는 일본산 액체 수소, 액체 산소 엔진인 LE-7(제1단) 및 LE-5A(제2단)를 사용하는 1990년대 일본의 주력 로켓이다. 전체 길이는 49m, 중량은 260t으로 지구 저궤도에 약 10t, 정지 궤도에 2t급의 위성을 쏘아 올리는 능력을 갖고 있다. H-Ⅰ호 로켓까지 미국의 기술 이전에 따른 제약 때문에 일본 이외의 다른 나라의 위성을 발사하는 것이 금지되어 있었으나 독자적으로 개발한 H-Ⅱ호 로켓부터는 미국, 러시아 및 유럽의 로켓과 위성 발사 분야에서 국제 경쟁을 할 수 있게 되었다."
"H면 굽음, -面-, H bend",,"굽은 도파관의 일종으로, 관내 자계 H에 평행한 면 내에서 원호 형태로 굽은 것."
"H면 부채꼴 나팔관, -面-喇叭管, H-plane sectoral horn",,H면만 부채꼴로 펼쳐진 혼(horn). 혼에 급전하는 직사각형 도파관 모드의 전계는 평행한 측면과 직각이다.
"H면 분기, -面分岐, H branch",,"직사각형 도파관의 관 내 자계를 포함하는 면 내에서 분기한 회로의 총칭. T분기, Y분기 등이 있다. 분기 회로는 주 회로에 병렬로 분기 회로를 삽입한 것이 되므로 병렬 분기라고 한다."
"H 채널, H channel",,"종합 정보 통신망(ISDN)에서 가입자가 망에 접속하여 서비스를 제공받게 하는 디지털 링크인 가입자 회선을 구성하는 ISDN 채널의 하나. H 채널은 B 채널과 마찬가지로 사용자가 실제로 정보를 전송하는 통신용 채널인데 B 채널보다 고속도의 전송 채널로서 제공된다. H 채널에는 전송 속도에 따라 H0 채널(384kbps), H11 채널(1,536kbps), H12 채널(1,920kbps) 등이 있다. 사용자는 이들 H 채널을 고속 간선용으로 사용하거나 사용자 자신의 시분할 다중화(TDM) 방식에 의해 분할 사용할 수 있다."
"H 프로토콜, H protocol",,"일본 체인스토어 협회(JCA: Japan Chain stores Association)에서 개발한 개방형 시스템 간 상호 접속(OSI) 기반의 전자 자료 교환(EDI: Electronic Data Interchange) 프로토콜. OSI의 전자 우편 프로토콜인 메시지 통신 시스템/메시지 지향 문서 교환 시스템(MHS/MOTIS)을 이용한다. 전화망에서 널리 사용되던 J 프로토콜을 고속화하기 위해 J 프로토콜의 데이터 포맷을 그대로 두고 종합 정보 통신망(ISDN)에 대응시킨 H 프로토콜을 결정하였는데, 1991년에 일본 통상 산업성에서 국가 표준으로 채택하였다. 원래는 유통업 분야의 기업 간 수/발주 데이터의 교환 목적으로 개발되었다. 다양한 상업용 데이터나 파일의 교환이 가능하므로 산업계 전반에 파급되어 ISDN상의 표준 프로토콜의 하나이다."
"H형 전주, -型電柱, H pole",,"2개의 전주를 H자형으로 조립한 복합주의 하나. 전주 사이의 거리가 긴 계곡이나 하천 간에, 또는 가설한 전선 수가 많은 곳 등 가장 큰 장력이 걸리는 장소에 사용한다."
